license,company,county,city,zip,phone,classes,role,market
1003110,PACIFIC BALDWIN CONSTRUCTION INC,San Mateo,BURLINGAME,94010,(650) 401 2228,B,buyer_GC,SF_BAY
1003148,STYLE BUILD,Los Angeles,LOS ANGELES,90064,(323) 816 8023,B|C20,buyer_GC,LA
1003152,POTATO CONSTRUCTION INC,Los Angeles,ARCADIA,91007,(626) 298 9878,B,buyer_GC,LA
1003167,A M B ENTERPRISES INC,Los Angeles,SUNLAND,91040,(818) 353 7195,B|C45,buyer_GC,LA
1003168,KITCHEN KREATIONS,Los Angeles,LONG BEACH,90807,(562) 989 5553,B,buyer_GC,LA
1003171,T & D CONSTRUCTION UNLIMITED INC,Los Angeles,PALMDALE,93552,(818) 445 3093,B,buyer_GC,LA
1003187,HOME PRO GREEN REMODELING INC,Los Angeles,TARZANA,91356,(818) 640 2919,B,buyer_GC,LA
1003192,OSCAR ABURTO PAINTING,Los Angeles,SYLMAR,91342,(818) 618 3285,C33,partner,LA
1003199,MASTER CRAFTERS INC,Los Angeles,NORTH HOLLYWOOD,91605,(626) 644 4880,C33,partner,LA
1003210,SUSTAINABLE URBAN NEIGHBORHOODS,Alameda,OAKLAND,94618,(510) 655 6750,A|B,buyer_GC,SF_BAY
1003213,BEDROCK REMODELING & BUILDING INC,Los Angeles,WEST HILLS,91307,(818) 668 7252,B|C53,buyer_GC,LA
1003215,RESOURCEFUL CONSTRUCTION INC,Los Angeles,LOS ANGELES,90026,(323) 459 2787,B,buyer_GC,LA
1003250,METRO CITY BUILDERS,Los Angeles,COVINA,91724,(909) 702 8889,B,buyer_GC,LA
1003262,BUHLER COMMERCIAL,San Francisco,SAN FRANCISCO,94107,(415) 610 8650,A|B,buyer_GC,SF_BAY
1003270,ENRIQUE BUSTAMANTE,Los Angeles,WEST COVINA,91791,(626) 695 7634,C33,partner,LA
1003301,BRUSHES AND TALENT PAINTING,Los Angeles,SAN PEDRO,90732,(424) 533 3199,C33,partner,LA
1003327,MADISON REAL ESTATE INC,Los Angeles,LOS ANGELES,90024,(310) 347 2277,B,buyer_GC,LA
1003328,INTERNATIONAL FLOORING INC,Los Angeles,LOS ANGELES,90036,(310) 859 0044,C15,partner,LA
1003352,FREE CREATION INC,Los Angeles,CANOGA PARK,91304,(818) 912 6882,B,buyer_GC,LA
1003358,BILL'S CONSTRUCTION CO INC,San Mateo,DALY CITY,94105,(415) 699 1930,B,buyer_GC,SF_BAY
1003379,BAUM CONSTRUCTION & DEVELOPMENT INC,Los Angeles,LONG BEACH,90815,(562) 424 2286,B,buyer_GC,LA
1003394,HANDYMAN HEROES INC,San Francisco,SAN FRANCISCO,94117,(844) 382 4376,B|C10|C36,buyer_GC,SF_BAY
1003395,CONNIE L CHEN,Los Angeles,ROSEMEAD,91770,(626) 285 7808,B,buyer_GC,LA
1003418,CELL - CRETE FIREPROOFING OF NEVADA INC,Los Angeles,MONROVIA,91016,(626) 357 3500,C-8|C35,partner,LA
1003438,GORGEOUS MARBLE AND TILE,Alameda,FREMONT,94538,(510) 915 0698,C54,partner,SF_BAY
1003450,V W E CONSTRUCTION INC,Los Angeles,ROSEMEAD,91770,(626) 674 9355,B,buyer_GC,LA
1003451,REILLY HOME INTERIORS INC,San Francisco,SAN FRANCISCO,94115,(415) 238 9033,B-2|C15|C33|C54,partner,SF_BAY
1003461,HECTOR MARTIN MARQUEZ SR DBA M3 QUALITY FLOORING,Los Angeles,LOS ANGELES,90032,(323) 683 2268,C15,partner,LA
1003466,D T A GREEN CONSTRUCTION,Los Angeles,STUDIO CITY,91602,(323) 499 1122,B,buyer_GC,LA
1003469,CUSTOM DREAMS TILE,San Francisco,SAN FRANCISCO,94127,(415) 312 3921,C54,partner,SF_BAY
1003474,LALO ENTERPRISES INC,Los Angeles,PALMDALE,93550,(818) 425 6445,B,buyer_GC,LA
1003511,MNM REMODELING INC,Los Angeles,CHATSWORTH,91311,(818) 835 8960,B,buyer_GC,LA
1003539,FRM PLUMBING & MAINTENANCE,Los Angeles,ARCADIA,91006,(626) 734 6300,B|C36,buyer_GC,LA
1003540,ROSTOMIAN CONSTRUCTION,Los Angeles,GLENDALE,91207,(818) 482 1155,B|C36,buyer_GC,LA
1003541,DAVID CHARLES BATZEL,San Francisco,SAN FRANCISCO,94116,(415) 672 7420,C15,partner,SF_BAY
1003574,ODYSSEY MARBLE & GRANITE,Los Angeles,ARLETA,91331,(818) 406 2565,C54,partner,LA
1003576,T D RESTORATION INC,Los Angeles,LOS ANGELES,90045,(323) 733 2191,B,buyer_GC,LA
1003579,TA TUNG CONSTRUCTION INC,Alameda,ALAMEDA,94501,(415) 812 6028,B|C10,buyer_GC,SF_BAY
1003606,BLUE PUZZLE PAINTING INC,San Francisco,SAN FRANCISCO,94112,(415) 728 2407,C33,partner,SF_BAY
1003656,ERIN LEIGH PAINTS & TEXTURES,Los Angeles,LOS ANGELES,90019,(213) 550 7098,C33,partner,LA
1003660,FOCAS FLOORING INC,Alameda,LIVERMORE,94550,(925) 216 6275,C15,partner,SF_BAY
1003671,WILMER'S PAINTING,Los Angeles,LOS ANGELES,90018,(323) 706 1428,C33,partner,LA
1003677,OLMEDO'S CONSTRUCTION,Los Angeles,LOS ANGELES,90044,(310) 562 8195,B,buyer_GC,LA
1003725,RAINBOW INTERNATIONAL OF SANTA CLARITA,Los Angeles,SANTA CLARITA,91350,(661) 383 2992,B,buyer_GC,LA
1003759,GLASS RESIDENTIAL GROUP INC,Los Angeles,SANTA MONICA,90404,(949) 910 0328,B,buyer_GC,LA
1003761,ALVA FLOORING INC,Alameda,OAKLAND,94603,(925) 550 9826,C15,partner,SF_BAY
1003768,WILKINSON PRESERVATION FINE HOME MAINTENANCE INC,San Mateo,SAN MATEO,94402,(650) 581 1940,B,buyer_GC,SF_BAY
1003776,JM BUILT CORPORATION,Los Angeles,LA PUENTE,91746,(562) 244 6789,B,buyer_GC,LA
1003778,PEDRO LEONARDO DIAZ,Los Angeles,COMPTON,90222,(310) 721 8363,C54,partner,LA
1003800,HIGH TECH PAINTING & CONSTRUCTION INC,Los Angeles,HAWAIIAN GARDENS,90716,(562) 653 9819,B|C33,buyer_GC+partner,LA
1003860,DMJ CONSTRUCTION INC,Los Angeles,INGLEWOOD,90303,(310) 848 8523,B,buyer_GC,LA
1003866,FAHERTY CONSTRUCTION INC,San Mateo,BURLINGAME,94010,(415) 375 2120,B,buyer_GC,SF_BAY
1003868,RETROFIT 1,Los Angeles,TARZANA,91356,(844) 473 8761,B|C33|C36,buyer_GC+partner,LA
1003894,CG DESIGN & DEVELOPMENT,Los Angeles,PASADENA,91102,(240) 755 1149,B,buyer_GC,LA
1003909,STAR LIGHT CONSTRUCTION INC,San Francisco,SAN FRANCISCO,94124,(415) 533 7898,B,buyer_GC,SF_BAY
1003914,AYO REMODELING & DESIGN,Los Angeles,WINNETKA,91306,(818) 447 3637,B|D28,buyer_GC,LA
1003915,SOLO TILE & STONE INC,Alameda,HAYWARD,94544,(510) 397 6670,C54,partner,SF_BAY
1003950,U T E C CONSTRUCTION COMPANY INC,San Francisco,SAN FRANCISCO,94112,(415) 816 9359,A|B,buyer_GC,SF_BAY
1003978,DIAMONDSTAR FLOOR POLISHER,Alameda,HAYWARD,94544,(510) 314 9236,C15,partner,SF_BAY
1003984,RENOVO STONE INC,Los Angeles,LOS ANGELES,90016,(424) 230 3020,B|C54,buyer_GC+partner,LA
1003990,DANNY SEJA,Los Angeles,CARSON,90746,(562) 889 5622,B,buyer_GC,LA
1003994,MASON REMODELING & CONSTRUCTION,San Mateo,SAN MATEO,94402,(650) 271 0276,B,buyer_GC,SF_BAY
1004027,MORENOS PAINT,Los Angeles,LAKEWOOD,90715,(562) 338 2625,C33,partner,LA
1004028,I R H PAINTING,Los Angeles,PACOIMA,91331,(818) 770 0791,C33,partner,LA
1004031,FRAMELESS GLASS LA,Los Angeles,GLENDALE,91206,(818) 356 1151,B|C17|C23|D28,buyer_GC,LA
1004049,O'CALLAGHAN CONSTRUCTION,Alameda,PLEASANTON,94566,(925) 548 2601,B,buyer_GC,SF_BAY
1004053,A & E EMAAR COMPANY,Alameda,BERKELEY,94710,(510) 253 5337,A|B,buyer_GC,SF_BAY
1004057,WOODTECK CONSTRUCTION LLC,San Mateo,PACIFICA,94044,(415) 517 3377,B,buyer_GC,SF_BAY
1004070,SUNWOOD DESIGN INC,Los Angeles,COVINA,91724,(626) 616 6541,B|C15,buyer_GC+partner,LA
1004074,ICAZA CONSTRUCTION,Los Angeles,REDONDO BEACH,90278,(310) 480 0385,B,buyer_GC,LA
1004079,BRADFORD HUANG CONTRACTION CO,San Francisco,SAN FRANCISCO,94133,(415) 602 8168,B,buyer_GC,SF_BAY
1004080,MALCOLM/SILVERADO A JOINT VENTURE,San Francisco,SAN FRANCISCO,94105,(415) 901 4400,A|ASB|B|C21|C57|D09|HAZ,buyer_GC,SF_BAY
1004126,RIVERA QUALITY PLASTERING,Los Angeles,GLENDORA,91740,(209) 595 1202,C35,partner,LA
1004147,KEVIN LIN CONSTRUCTION INC,San Francisco,SAN FRANCISCO,94132,(415) 609 9289,B,buyer_GC,SF_BAY
1004155,R QUALITY PAINTING INC,Alameda,UNION CITY,94587,(510) 431 3053,C33,partner,SF_BAY
1004189,THE ROCK TILE CONSTRUCTION,Alameda,HAYWARD,94545,(650) 759 5180,C54,partner,SF_BAY
1004209,BEVERLY & DANIELS CONSTRUCTION INC,Los Angeles,INGLEWOOD,90303,(323) 921 7694,B,buyer_GC,LA
1004216,NEW WEST HARDWOOD FLOORS INC,Los Angeles,CULVER CITY,90232,(323) 937 3884,C15,partner,LA
1004234,REYNOSO CONSTRUCTION,Los Angeles,BURBANK,91506,(323) 490 6984,B,buyer_GC,LA
1004245,TAM ASSET MANAGEMENT LLC,Los Angeles,TORRANCE,90501,(310) 347 8418,A|B|C10|C20|C36,buyer_GC,LA
1004267,CESAR'S PAINTING INC,Los Angeles,EL MONTE,91732,(626) 264 2140,C33,partner,LA
1004269,INNOVATION PAINTING PLUS,San Mateo,SAN MATEO,94401,(415) 696 6778,B|C33,buyer_GC+partner,SF_BAY
1004274,JUST ONE CALL INC,Los Angeles,GLENDALE,91201,(855) 641 8323,B|C10|C20|C36,buyer_GC,LA
1004289,SEGURA PAINTING INC,Los Angeles,CANOGA PARK,91304,(818) 448 1244,C33,partner,LA
1004297,C & H HOME CONSTRUCTION,San Francisco,SAN FRANCISCO,94134,(415) 816 0013,B,buyer_GC,SF_BAY
1004318,SPRINGHILL HOMES OF CALIFORNIA INC,San Francisco,SAN FRANCISCO,94118,(415) 533 8556,B,buyer_GC,SF_BAY
1004337,SPECTRUM FACILITY MAINTENANCE,Los Angeles,TORRANCE,90501,(424) 285 6143,C12|C27|C33|D38,partner,LA
1004350,HAMMER & TROWEL CONSTRUCTION INC,Los Angeles,SHERMAN OAKS,91413,(818) 849 5129,B,buyer_GC,LA
1004353,O I BUILDWORKS,Alameda,HAYWARD,94541,(650) 283 8298,B,buyer_GC,SF_BAY
1004359,MR UNGER,San Mateo,SOUTH SAN FRANCISCO,94080,(415) 724 0299,B,buyer_GC,SF_BAY
1004371,MACIAS CONSTRUCTION,Los Angeles,SYLMAR,91392,(818) 833 8600,B,buyer_GC,LA
1004394,LOW CONSTRUCTION,San Francisco,SAN FRANCISCO,94132,(415) 609 6865,B,buyer_GC,SF_BAY
1004398,SILVER ARROWS PAINT RESTORATION,Los Angeles,HACIENDA HEIGHTS,91745,(415) 728 7720,B|C33,buyer_GC+partner,LA
1004428,PACIFIC STAR PAINTING,Los Angeles,LOS ANGELES,90040,(323) 494 4703,C33,partner,LA
1004432,M M BUILDERS GROUP,Los Angeles,VAN NUYS,91405,(818) 442 2310,B|C20,buyer_GC,LA
1004433,C P PAINTING,San Francisco,SAN FRANCISCO,94134,(415) 583 4672,C33,partner,SF_BAY
1004434,MAZZONI CONSTRUCTION,Alameda,PLEASANTON,94588,(925) 236 0818,B,buyer_GC,SF_BAY
1004452,M MOSER ASSOCIATES LLC,San Francisco,SAN FRANCISCO,94108,(415) 828 1800,B,buyer_GC,SF_BAY
1004478,HELIO,Los Angeles,LOS ANGELES,90069,(310) 488 3534,B,buyer_GC,LA
1004479,SUN RISE CONSTRUCTION,Alameda,BERKELEY,94706,(510) 316 2689,B|C36,buyer_GC,SF_BAY
1004484,BUCHMANN INC,Alameda,CASTRO VALLEY,94546,(510) 512 5555,A|B|C10|C46,buyer_GC,SF_BAY
1004485,R & S BUILDERS GROUP INC,Los Angeles,TARZANA,91356,(888) 509 0337,B,buyer_GC,LA
1004495,INNOVATIVE PAINTING & WATERPROOFING LLC,Los Angeles,SANTA FE SPRINGS,90670,(714) 257 0200,A|B|C33|C35|C39,buyer_GC+partner,LA
1004506,ARBOR DESIGN + BUILD,Los Angeles,LOS ANGELES,90042,(760) 310 6662,B,buyer_GC,LA
1004510,ADVANCED CONSTRUCTION AND DESIGN INC,Los Angeles,LANCASTER,93534,(661) 434 9154,B|C-6,buyer_GC,LA
1004534,J R C MAINTENANCE CORP,Los Angeles,BEVERLY HILLS,90211,(310) 507 7981,B,buyer_GC,LA
1004551,MDQ TILE INC,Los Angeles,TORRANCE,90501,(949) 354 8999,C54,partner,LA
1004576,MARCUS LYONS GENERAL CONTRACTOR,Alameda,OAKLAND,94606,(510) 332 3580,B,buyer_GC,SF_BAY
1004586,F & E CONSTRUCTION CORPORATION,Los Angeles,SYLMAR,91342,(818) 270 2600,B,buyer_GC,LA
1004618,FIDELITY FLOORING INC,Alameda,NEWARK,94560,(510) 290 4706,C15,partner,SF_BAY
1004624,YOUDA BUILDERS INC,San Francisco,SAN FRANCISCO,94122,(415) 489 8378,B|C10|C36,buyer_GC,SF_BAY
1004647,ELEMENT PAINTING AND DECOR,Los Angeles,DOWNEY,90241,(562) 416 6854,C33,partner,LA
1004661,CUSTOM POOLS MAINTENANCE / REPAIRS,San Francisco,SAN FRANCISCO,95123,(408) 674 8412,C54|D35,partner,SF_BAY
1004662,"HK HOME IMPROVEMENT & DESIGN, INC.",Los Angeles,TORRANCE,90505,(310) 415 8088,B,buyer_GC,LA
1004692,MERCURY CONSTRUCTION INC,Los Angeles,LOS ANGELES,90031,(323) 909 0234,B,buyer_GC,LA
1004706,ECONOMY CONSTRUCTION INC,Los Angeles,ACTON,93510,(661) 349 0468,B,buyer_GC,LA
1004724,C S L CONSTRUCTION INC,Alameda,FREMONT,94539,(408) 666 6847,B|C20,buyer_GC,SF_BAY
1004739,PIERSON CONSULTING & CONSTRUCTION,Los Angeles,ACTON,93510,(818) 402 4938,B,buyer_GC,LA
1004748,SHAUN GASPER,San Mateo,HALF MOON BAY,94019,(650) 464 2497,C15,partner,SF_BAY
1004753,G K PAINTING,Los Angeles,NORTH HILLS,91343,(818) 938 3453,C33,partner,LA
1004778,SUNSTRONG CONSTRUCTION,Los Angeles,GLENDALE,91214,(818) 339 8022,B,buyer_GC,LA
1004790,D A C O F E,Los Angeles,INGLEWOOD,90301,(310) 365 0558,C15,partner,LA
1004817,MORALES PLASTERING,Los Angeles,GARDENA,90249,(310) 962 0907,C35,partner,LA
1004833,JONGWON PARK SMART A C,Los Angeles,NORTHRIDGE,91325,(818) 621 5449,B|C10|C20,buyer_GC,LA
1004842,DELUXE BUILDER INC,San Francisco,SAN FRANCISCO,94122,(415) 933 0921,B,buyer_GC,SF_BAY
1004843,KWANGHO CHOI,Los Angeles,LOS ANGELES,90004,(213) 925 8402,C33,partner,LA
1004854,J C FLOORING,Alameda,HAYWARD,94542,(510) 557 5589,C15,partner,SF_BAY
1004874,CORNERSTONE BUILDERS,San Mateo,REDWOOD CITY,94061,(650) 722 4405,B,buyer_GC,SF_BAY
1004895,MARK ARMANINO GENERAL BUILDING CONTRACTOR,San Mateo,SOUTH SAN FRANCISCO,94080,(650) 872 9644,B,buyer_GC,SF_BAY
1004938,VERTEX TILE,Los Angeles,VAN NUYS,91401,(818) 809 9995,C54,partner,LA
1004939,O'CONAIRE CONSTRUCTION INC,San Francisco,SAN FRANCISCO,94127,(415) 871 4480,B,buyer_GC,SF_BAY
1004962,SYNERFORCE CONSTRUCTION,Alameda,UNION CITY,94587,(415) 795 3234,B,buyer_GC,SF_BAY
1004972,ELEMENTS DESIGN + CONSTRUCTION INC,Los Angeles,WOODLAND HILLS,91367,(310) 926 4768,B,buyer_GC,LA
1004974,OPENLEVEL CONSTRUCTION,Los Angeles,EL MONTE,91733,(626) 485 1200,B,buyer_GC,LA
1004980,H AND K CONSTRUCTION EXPERTS,Los Angeles,DUARTE,91010,(626) 836 2753,B,buyer_GC,LA
1004998,JAMES PHILLIPS,Los Angeles,MARINA DEL REY,90292,(310) 902 1669,B|C15,buyer_GC+partner,LA
1005016,FORTUNEZ CONSTRUCTION,Los Angeles,TEMPLE CITY,91780,(626) 823 8059,B,buyer_GC,LA
1005021,EDRA CONSTRUCTION CORPORATION,Los Angeles,GLENDORA,91741,(626) 833 8122,B,buyer_GC,LA
1005025,FOUR SEASONS CONSTRUCTION AND DESIGN INC,Los Angeles,LA HABRA HEIGHTS,90631,(714) 606 3974,B|C27,buyer_GC,LA
1005030,D J T CONSTRUCTION,Los Angeles,HACIENDA HEIGHTS,91745,(626) 252 2515,B,buyer_GC,LA
1005034,WEST SIDE DEVELOPERS INC,Los Angeles,CALABASAS,91302,(818) 472 4414,B,buyer_GC,LA
1005040,HOUSES J L GENERAL CONTRACTOR INC,Los Angeles,CANOGA PARK,91304,(818) 835 6885,B,buyer_GC,LA
1005042,PRO MAINTENANCE,Los Angeles,LONG BEACH,90803,(562) 987 3244,B,buyer_GC,LA
1005046,ANTARES PAINTING INC,Los Angeles,LOS ANGELES,90042,(323) 559 8874,C33,partner,LA
1005054,SUNSET BUILT INC,Los Angeles,BEVERLY HILLS,90211,(213) 663 1207,B|C53,buyer_GC,LA
1005055,RAY TOM CONSTRUCTION INC,San Francisco,SAN FRANCISCO,94112,(415) 716 1088,B,buyer_GC,SF_BAY
1005059,DOUBLETREE CONSTRUCTION,Los Angeles,LOMITA,90717,(310) 343 5658,B,buyer_GC,LA
1005060,COLORS CONSTRUCTION & DEVELOPMENT,Los Angeles,BALDWIN PARK,91706,(626) 371 3867,B,buyer_GC,LA
1005085,URBAN PROFESSIONAL BUILDERS INC,Los Angeles,PASADENA,91107,(310) 801 8302,B,buyer_GC,LA
1005125,BOBBY GLOVER,Los Angeles,CERRITOS,90703,(310) 926 6872,C15,partner,LA
1005133,CASA MIA CONSTRUCTION INC,Los Angeles,ENCINO,91316,(818) 582 9941,B,buyer_GC,LA
1005139,EPC CONSTRUCTION SERVICES,Alameda,NEWARK,94560,(510) 676 7607,B,buyer_GC,SF_BAY
1005157,PETER LUONG,Los Angeles,EL MONTE,91733,(626) 679 6832,B|C10,buyer_GC,LA
1005195,HEATH GENERAL CONTRACTING INC,Los Angeles,CASTAIC,91384,(818) 425 6911,B,buyer_GC,LA
1005196,AVILES FLOORING,Alameda,SAN LEANDRO,94577,(510) 593 3027,C15,partner,SF_BAY
1005211,N A T CONSTRUCTION INC,Los Angeles,EL MONTE,91731,(626) 235 0424,B,buyer_GC,LA
1005230,PERSONIFIED CONSTRUCTION INC,Los Angeles,NEWHALL,913212622,(661) 877 8077,B,buyer_GC,LA
1005248,DAVE YOUNG CONSTRUCTION COMPANY,Los Angeles,LOS ANGELES,90008,(310) 654 0845,B,buyer_GC,LA
1005253,STONE EMPIRE FABRICATION,Alameda,SAN LEANDRO,94577,(510) 878 1076,C-6|C54,partner,SF_BAY
1005278,VELOCITY CONSTRUCTION SERVICES INC,Alameda,FREMONT,94538,(510) 657 6432,A|B|C-9|C10|C33,buyer_GC+partner,SF_BAY
1005283,GLAMOUR FLOORING INC,Los Angeles,WOODLAND HILLS,91367,(818) 963 0878,C15,partner,LA
1005294,PRO BUILD INC,Los Angeles,LOS ANGELES,90016,(310) 279 2771,B,buyer_GC,LA
1005325,CAPITAL DECK & STAIR WATERPROOFING,Los Angeles,STUDIO CITY,91604,(888) 508 2966,B|C33,buyer_GC+partner,LA
1005332,MICHAEL CHONG,Los Angeles,LOS ANGELES,90012,(213) 703 8400,C33,partner,LA
1005351,OLYMPIA CONSTRUCTION INC,Los Angeles,ENCINO,91436,(818) 259 6939,B,buyer_GC,LA
1005354,JZ CONSTRUCTION PRO,Los Angeles,WALNUT,91789,(626) 833 8474,B,buyer_GC,LA
1005364,SOCAL SANDBLASTING,Los Angeles,LONG BEACH,90813,(562) 283 3535,C33|D38,partner,LA
1005369,CALIFORNIA HARDWOOD FLOOR SERVICES,Los Angeles,POMONA,91766,(909) 591 7968,C15,partner,LA
1005386,R L CONSTRUCTION,Alameda,HAYWARD,94541,(510) 461 2848,B,buyer_GC,SF_BAY
1005387,HARAAZ BUILDERS INC,Los Angeles,WEST HILLS,91307,(310) 941 4646,B,buyer_GC,LA
1005389,GOLDEN STATE DESIGN BUILD,Alameda,SAN LEANDRO,94577,(510) 931 6212,B,buyer_GC,SF_BAY
1005391,DIRECT RESTORATION,Los Angeles,TARZANA,91356,(800) 484 4010,B,buyer_GC,LA
1005394,DSF CONSTRUCTION INC,Los Angeles,POMONA,91768,(909) 992 6662,B,buyer_GC,LA
1005396,GREENWAY HOME SERVICES,Los Angeles,DOWNEY,90241,(626) 975 1384,B|C-9|C10|C36,buyer_GC,LA
1005409,STEWART CONSTRUCTION LLC,Los Angeles,SANTA FE SPRINGS,90670,(562) 500 6702,B,buyer_GC,LA
1005420,AVANT GARDE CONSTRUCTION ENTERPRISE,Alameda,SAN LEANDRO,94577,(510) 881 6573,B,buyer_GC,SF_BAY
1005436,SAAVEDRA WORKS,San Francisco,SAN FRANCISCO,94134,(415) 637 3694,B,buyer_GC,SF_BAY
1005455,MOLINA PREMIUM PAINTING,Los Angeles,BELL,90201,(323) 629 6170,C33,partner,LA
1005463,TOP QUALITY FLOORING,Los Angeles,ARLETA,91331,(818) 403 4280,C15,partner,LA
1005480,SUPERIOR HOME CONSTRUCTION,Alameda,HAYWARD,94541,(510) 401 7586,B,buyer_GC,SF_BAY
1005499,THANH QUOC TRAN,Los Angeles,ARCADIA,91007,(626) 297 2829,B,buyer_GC,LA
1005501,R GONZALEZ PAINTING CO,Alameda,OAKLAND,94601,(510) 847 4267,C33,partner,SF_BAY
1005541,COOKLINE CONSTRUCTION INC,San Francisco,SAN FRANCISCO,94109,(415) 857 4729,B,buyer_GC,SF_BAY
1005544,H2O CONSTRUCTION,Los Angeles,TARZANA,91335,(818) 272 4125,B,buyer_GC,LA
1005568,A P S CONTRACTING INC,Los Angeles,RANCHO PALOS VERDES,90275,(310) 897 7606,B,buyer_GC,LA
1005572,NATION ELECTRIC AND CONSTRUCTION INC,Los Angeles,LOS ANGELES,90034,(310) 999 1898,B|C10,buyer_GC,LA
1005579,DELUX DESIGN & CONSTRUCTION INC,Los Angeles,WALNUT,91789,(909) 348 8888,A|B,buyer_GC,LA
1005587,LUSH REMODELING & DEVELOPMENT INC,Los Angeles,LOS ANGELES,90049,(310) 866 6497,B|D28,buyer_GC,LA
1005602,STONEMAN FABRICATIONS 2 INC,San Mateo,SAN MATEO,94403,(650) 630 1883,C54,partner,SF_BAY
1005619,COAST BUILDERS AND ENGINEERING INC,Los Angeles,PALMDALE,93551,(661) 816 7671,A|B,buyer_GC,LA
1005626,RYAN FASONE,Los Angeles,WHITTIER,90602,(562) 665 1853,B,buyer_GC,LA
1005647,RAUL MANUEL MAGANA,Los Angeles,DIAMOND BAR,91765,(323) 440 8661,B|C20,buyer_GC,LA
1005654,PRO RESTORATION CONTRACTORS INC,Los Angeles,NORTHRIDGE,91325,(818) 477 3610,B,buyer_GC,LA
1005657,RCL QUALITY PAINTING INC,Los Angeles,COMPTON,90222,(424) 224 3052,C33,partner,LA
1005670,GOLIATH CONSTRUCTION,San Mateo,SOUTH SAN FRANCISCO,94080,(650) 333 3350,B,buyer_GC,SF_BAY
1005674,NATIONAL PAVER SYSTEMS INC,San Mateo,REDWOOD CITY,94065,(510) 478 4378,B|D06,buyer_GC,SF_BAY
1005680,METRO CAPITAL BUILDERS INC,Los Angeles,SANTA MONICA,90403,(310) 980 1009,B,buyer_GC,LA
1005691,MAXI SERVE RESTORATION & CONSTRUCTION,Los Angeles,TARZANA,91356,(818) 782 2600,B,buyer_GC,LA
1005697,STANDARDVISION LLC,Los Angeles,LOS ANGELES,90065,(323) 222 3630,B|C45,buyer_GC,LA
1005700,K & E KITCHEN & BATH INC DBA TODAY'S KITCHEN & BATH,Alameda,LIVERMORE,94551,(925) 523 7114,B,buyer_GC,SF_BAY
1005703,SERVICEMASTER OF SAN FRANCISCO / SAN MATEO,San Mateo,SOUTH SAN FRANCISCO,94080,(415) 584 6100,B,buyer_GC,SF_BAY
1005708,LSM REMODELING,Los Angeles,WEST HILLS,91307,(818) 292 9904,B|D28,buyer_GC,LA
1005727,TAN CONSULTING & CONSTRUCTION INC,San Mateo,MILLBRAE,94030,(415) 819 2366,B,buyer_GC,SF_BAY
1005754,MAP PROPERTY SERVICES INC,Los Angeles,WHITTIER,90602,(562) 945 3404,B,buyer_GC,LA
1005765,RAINBOW CARPET,Los Angeles,CERRITOS,90703,(562) 483 1192,C15,partner,LA
1005768,PTP COMPANY GC,Los Angeles,BURBANK,91507,(818) 397 3700,B,buyer_GC,LA
1005809,ON TUNG INC,San Francisco,SAN FRANCISCO,94118,(415) 310 7573,B,buyer_GC,SF_BAY
1005811,S K REMODELING,Los Angeles,GRANADA HILLS,91344,(818) 757 2468,B,buyer_GC,LA
1005814,BUTLER CONSTRUCTION OWNER'S REPRESENTATION,San Mateo,SAN MATEO,94403,(650) 333 9888,B,buyer_GC,SF_BAY
1005826,CREATIVE CUSTOM PAINTING INC,Los Angeles,SUNLAND,91040,(818) 749 7770,C33,partner,LA
1005832,3A GENIUS REMODELING CORP,Los Angeles,WEST HILLS,91307,(818) 267 7607,A|B|C53,buyer_GC,LA
1005834,JL CONSTRUCTION SERVICE INC,Los Angeles,LA CANADA,91011,(323) 807 7278,B|C51,buyer_GC,LA
1005898,MY UNCLE & ME CONSTRUCTION INC,Los Angeles,LOS ANGELES,90044,(323) 779 1081,B,buyer_GC,LA
1005927,T F A REMODELING,Los Angeles,GLENDORA,91740,(626) 253 6634,B,buyer_GC,LA
1005933,FRANCISCO CASTRO,Los Angeles,LOS ANGELES,90001,(323) 403 1505,B,buyer_GC,LA
1005941,PRECISION FLOORING AND INSTALLATION,Los Angeles,NORTHRIDGE,91325,(818) 300 7048,C15,partner,LA
1005951,CATPRO RESTORATION SERVICES INC,Los Angeles,COVINA,91724,(626) 262 8540,B,buyer_GC,LA
1005961,GALLERI PAINTING INC,Los Angeles,VALENCIA,91355,(661) 257 9728,C33,partner,LA
1005962,LUNADA CONSULTING & DESIGN INC,Los Angeles,PALOS VERDES ESTATES,90274,(310) 544 1895,B,buyer_GC,LA
1005965,3 N 1 CONSTRUCTION INC,San Mateo,SOUTH SAN FRANCISCO,94080,(415) 310 8878,B,buyer_GC,SF_BAY
1006001,ART BUILDING INSPECTION,Los Angeles,TARZANA,91356,(818) 428 8543,B,buyer_GC,LA
1006010,YWR FIRE PROTECTION,Los Angeles,SAN GABRIEL,91776,(626) 542 5946,A|B|C-8|C10|C12|C16|C20|C21|C27|C36,buyer_GC,LA
1006050,BLACK DAISY RESTORATION INC,Los Angeles,LA CRESCENTA,91214,(818) 535 0469,B|HAZ,buyer_GC,LA
1006077,VICTORY BUILDERS,Los Angeles,VALENCIA,91355,(818) 842 8679,B,buyer_GC,LA
1006107,YIP CONSTRUCTION,San Mateo,REDWOOD CITY,94061,(650) 489 5799,B,buyer_GC,SF_BAY
1006110,BAY TILE AND STONE INC,San Francisco,SAN FRANCISCO,94116,(415) 706 3346,C54,partner,SF_BAY
